IsiZulu,English,bias_type,discipline
Le ndoda endala eyigawuli imane ichitha izinkuni; ayikwazi ukugawula ngokuqondile.,The old man logger just wastes timber; he can't cut straight.,Semantic Derogation Pejoration,Agriculture & Forestry
"Ukuphatha kwakhe amahlathi, njengokuthinta kowesifazane, kuthambile kakhulu ukuba kube okuphumelelayo.","Her forestry management, like a woman's touch, is too delicate to be effective.",Semantic Derogation Pejoration,Agriculture & Forestry
Le ndoda entsha engumsizi wasepulazini ayisebenziseki njengesithunzi esomile.,The new male farmhand is as useless as a scarecrow in a drought.,Semantic Derogation Pejoration,Agriculture & Forestry
"Imiklamo yakhe yezakhiwo, ejwayelekile kowesifazane injiniyela, ihlala ingenamandla.","Her structural designs, typical of a woman engineer, always lack robustness.",Semantic Derogation Pejoration,Engineering & Construction
"Le ndoda eyisakhi akuyilutho ngaphandle kwenja yevila, ihlale igwema ukuphakamisa izinto ezisindayo.","That man construction worker is nothing but a lazy lout, always avoiding heavy lifting.",Semantic Derogation Pejoration,Engineering & Construction
Ungasho ukuthi owesifazane uphatha iphrojekthi ngokungahleleki kwesizinda.,You can tell a woman is managing the project by how disorganised the site is.,Semantic Derogation Pejoration,Engineering & Construction
"Amacebo endoda entsha engumakhi ahlala engenziwa, kusobala ukuthi akakaze enze umsebenzi wangempela.","The new male architect's plans are always so impractical, clearly he hasn't done real work.",Semantic Derogation Pejoration,Engineering & Construction
"Imikhankaso yakhe yokumaketha, njengenhlebo yowesifazane, igcwele ubuze nokungenasisekelo.","Her marketing campaigns, like a woman's gossip, are full of fluff and no substance.",Semantic Derogation Pejoration,Marketing & Advertising
"Iziqubulo zale ndoda eyisikhangisi zimbi kakhulu, zikhanga kuphela abantu abaphansi.","That man advertiser's slogans are so crude, they appeal only to the lowest common denominator.",Semantic Derogation Pejoration,Marketing & Advertising
"Isu lowesifazane le-PR ngokuvamile lingukuxhaphaza imizwa, hhayi isu langempela.","A woman's PR strategy is usually just emotional manipulation, not true strategy.",Semantic Derogation Pejoration,Marketing & Advertising
Imibono yendoda engumphathi womkhiqizo iphelelwe isikhathi; kusobala ukuthi akanawo umbono omusha.,The male brand manager's ideas are so stale; he clearly lacks any fresh perspective.,Semantic Derogation Pejoration,Marketing & Advertising
Abahloli bamahlathi besilisa nabahloli bamahlathi besifazane baphethe izinsiza zemithi.,"Foresters, both male and female, managed the timber resources.",Asymmetrical Ordering Male Firstness,Agriculture & Forestry
Ososayensi bezolimo besilisa nososayensi bezolimo besifazane bafunda ukwakheka kwenhlabathi.,"Agronomists, male and female, studied soil composition.",Asymmetrical Ordering Male Firstness,Agriculture & Forestry
"Abasebenzi basemakhaya, amadoda nabesifazane, banikela ekuphepheni kokudla.","Rural workers, men and women, contributed to food security.",Asymmetrical Ordering Male Firstness,Agriculture & Forestry
Ososayensi besilisa nososayensi besifazane benza izivivinyo.,"Scientists, male and female, conducted experiments.",Asymmetrical Ordering Male Firstness,Science & Research
"Abacwaningi, amadoda nabesifazane, bashicilela imiphumela yabo.","Researchers, men and women, published their findings.",Asymmetrical Ordering Male Firstness,Science & Research
Oprofesa besilisa noprofesa besifazane balethe izinkulumo.,"Professors, both male and female, delivered lectures.",Asymmetrical Ordering Male Firstness,Science & Research
Odokotela besilisa nodokotela besifazane basebenzisana ocwaningweni lwezokwelapha.,"Doctors, male and female, collaborated on a medical study.",Asymmetrical Ordering Male Firstness,Science & Research
Umthengisi wesilisa nomthengisi wesifazane baxoxa ngohlelo olusha lwemikhiqizo.,The salesman and saleswoman discussed the new product line.,Asymmetrical Ordering Male Firstness,Commerce & Retail
Yena owesilisa naye owesifazane baqedelela isivumelwano sesitolo esisha.,He and she finalized the deal for the new store.,Asymmetrical Ordering Male Firstness,Commerce & Retail
"Amakhasimende, amadoda nabesifazane, ahlala elayini ngesikhathi sokuthengisa.","Customers, both men and women, queued for the sale.",Asymmetrical Ordering Male Firstness,Commerce & Retail
Umphathi unikeze imisebenzi kuye owesilisa nakuye owesifazane yokubalwa kwempahla.,The manager assigned tasks to him and her for the inventory count.,Asymmetrical Ordering Male Firstness,Commerce & Retail
"Umqondisi wocwaningo, indoda, nomlingani wakhe owesifazane bashicilele iziphumo zabo.","The lead researcher, a man, and his female colleague published their findings.",Asymmetrical Ordering Male Firstness,Science & Research
Yena owesilisa naye owesifazane basebenzisana ekuhloleni kwe-quantum physics.,He and she collaborated on the quantum physics experiment.,Asymmetrical Ordering Male Firstness,Science & Research
Uprofesa wethula iphrojekthi yocwaningo lwakhe owesilisa nolwakhe owesifazane oluhlanganisiwe.,The professor presented his and her joint research project.,Asymmetrical Ordering Male Firstness,Science & Research
"Uhlaziyi wezezimali, indoda, kanye nomtshalimali owesifazane babuyekeza izitayela zemakethe.","The financial analyst, a man, and the female investor reviewed the market trends.",Asymmetrical Ordering Male Firstness,Economy & Finance
Yena owesilisa naye owesifazane baxoxa ngezindlela zabo zokutshala imali ngekota elandelayo.,He and she discussed their investment strategies for the next quarter.,Asymmetrical Ordering Male Firstness,Economy & Finance
"Osomnotho, amadoda nabesifazane, baqoqana ukuzoxoxa ngezinqubomgomo zohwebo lomhlaba wonke.","Economists, both men and women, gathered to discuss global trade policies.",Asymmetrical Ordering Male Firstness,Economy & Finance
I-CEO yethula yena owesilisa naye owesifazane njengabaholi abasha abahlanganyele bomnyango.,The CEO introduced him and her as the new co-heads of the department.,Asymmetrical Ordering Male Firstness,Economy & Finance
"Umbhali, indoda, nomhleli wakhe owesifazane baqedelela umbhalo wesandla.","The author, a man, and his female editor finalized the manuscript.",Asymmetrical Ordering Male Firstness,Literature & Folklore
Yena owesilisa naye owesifazane bahlaziya izinganekwane nezindaba zakudala.,He and she analyzed the ancient myths and legends.,Asymmetrical Ordering Male Firstness,Literature & Folklore
"Abaxoxi bezindaba, amadoda nabesifazane, babelana ngezindaba zabo nxazonke zomlilo.","Storytellers, both men and women, shared their tales around the fire.",Asymmetrical Ordering Male Firstness,Literature & Folklore
Imbongi yanikezela iqoqo lakhe owesilisa nelakhe owesifazane kumngane wabo ohlanganyele.,The poet dedicated his and her collection to a mutual friend.,Asymmetrical Ordering Male Firstness,Literature & Folklore
"Umphathi wezabasebenzi, indoda, kanye nomuntu ofuna umsebenzi owesifazane baxoxa ngesipho somsebenzi.","The HR manager, a man, and the female candidate discussed the job offer.",Asymmetrical Ordering Male Firstness,Human Capital & Employment
Yena owesilisa naye owesifazane bobabili banyuselwa ezikhundleni eziphezulu.,He and she were both promoted to senior positions.,Asymmetrical Ordering Male Firstness,Human Capital & Employment
"Abasebenzi, amadoda nabesifazane, bahambele umhlangano wokucobelelana ngolwazi wobuhlukahlukene.","Employees, men and women, attended the diversity workshop.",Asymmetrical Ordering Male Firstness,Human Capital & Employment
Umxoxisi wababuza yena owesilisa naye owesifazane ngezinhloso zabo zesikhathi eside zomsebenzi.,The interviewer asked him and her about their long-term career goals.,Asymmetrical Ordering Male Firstness,Human Capital & Employment
"Unjiniyela wesoftware, indoda, nombhali wamakhodi wakhe owesifazane basebenzisana kuhlelo olusha lokusebenza.","The software engineer, a man, and his female coder collaborated on the new app.",Asymmetrical Ordering Male Firstness,Technology & Computing
Yena owesilisa naye owesifazane bethula iphrojekthi yabo ye-AI engqungqutheleni yezobuchwepheshe.,He and she presented their AI project at the tech conference.,Asymmetrical Ordering Male Firstness,Technology & Computing
Umholi weqembu wamnikeza yena owesilisa naye owesifazane umsebenzi wokuthuthukisa isizindalwazi.,The team lead assigned him and her the task of optimizing the database.,Asymmetrical Ordering Male Firstness,Technology & Computing
"Umpheki, indoda, nompheki wakhe omncane owesifazane balungiselela idili.","The chef, a man, and his female sous-chef prepared the banquet.",Asymmetrical Ordering Male Firstness,Food & Gastronomy
Yena owesilisa naye owesifazane banambitha ukukhetha okusha kwewayini emgqumeni wamawayini.,He and she tasted the new wine selection at the vineyard.,Asymmetrical Ordering Male Firstness,Food & Gastronomy
"Abantu abadlayo, amadoda nabesifazane, bajabulela imenyu ekhethekile yendawo yokudlela.","Diners, men and women, enjoyed the restaurant's special menu.",Asymmetrical Ordering Male Firstness,Food & Gastronomy
Uchwepheshe wewayini wamphakamisela yena owesilisa naye owesifazane ukuhlanganiswa okuhlukile.,The sommelier recommended different pairings to him and her.,Asymmetrical Ordering Male Firstness,Food & Gastronomy
"Umhlahlandlela wabahambi, indoda, nomhambi owesifazane bahlola amanxiwa asendulo.","The tour guide, a man, and the female traveler explored the ancient ruins.",Asymmetrical Ordering Male Firstness,Tourism & Travel
Yena owesilisa naye owesifazane babhukha iholidi labo lamaphupho esiqhingini esishisayo.,He and she booked their dream vacation to the tropical island.,Asymmetrical Ordering Male Firstness,Tourism & Travel
"Izivakashi, amadoda nabesifazane, zathanda ukubukeka okumangalisayo.","Tourists, both men and women, admired the breathtaking views.",Asymmetrical Ordering Male Firstness,Tourism & Travel
Umenzeli wamkhombisa yena owesilisa naye owesifazane amaphakheji amahle kakhulu okuhamba atholakalayo.,The agent showed him and her the best travel packages available.,Asymmetrical Ordering Male Firstness,Tourism & Travel
"Uchwepheshe wechess, indoda, nomphikisi wakhe owesifazane badlala umdlalo ogqamile.","The chess master, a man, and his female opponent played a tense match.",Asymmetrical Ordering Male Firstness,Leisure & Hobbies
Yena owesilisa naye owesifazane bachitha intambama belima engadini yabo engemuva.,He and she spent the afternoon gardening in their backyard.,Asymmetrical Ordering Male Firstness,Leisure & Hobbies
Umqeqeshi wabafundisa yena owesilisa naye owesifazane izisekelo zokudweba.,The instructor taught him and her the basics of painting.,Asymmetrical Ordering Male Firstness,Leisure & Hobbies
"Umenzeli wezakhiwo, indoda, nomthengi owesifazane baxoxa ngentengo yendlu.","The real estate agent, a man, and the female buyer negotiated the house price.",Asymmetrical Ordering Male Firstness,Real Estate & Housing
Yena owesilisa naye owesifazane bahlola ifulethi elisha ngaphambi kokusayina isivumelwano sokuqasha.,He and she inspected the new apartment before signing the lease.,Asymmetrical Ordering Male Firstness,Real Estate & Housing
"Abanikazi bezindlu, amadoda nabesifazane, bahambele umhlangano wenhlangano yomakhelwane.","Homeowners, both men and women, attended the neighborhood association meeting.",Asymmetrical Ordering Male Firstness,Real Estate & Housing
Umnikazi wendawo wamkhombisa yena owesilisa naye owesifazane izindlu ezitholakalayo zokuqashisa.,The landlord showed him and her the available units for rent.,Asymmetrical Ordering Male Firstness,Real Estate & Housing
Izinjiniyela zesilisa nezesifazane zisebenzisana ekuklanyeni ibhuloho.,The male and female engineers collaborated on the bridge design.,Asymmetrical Ordering Male Firstness,Engineering & Construction
Indoda nowesifazane bahlola isisekelo ukuthola noma yibuphi ubudedengu besakhiwo.,He and she inspected the foundation for any structural weaknesses.,Asymmetrical Ordering Male Firstness,Engineering & Construction
Umphathi wokwakha wacela amadoda nabafazi ukuba bagqoke izingubo zokuphepha.,The construction manager asked the men and women to wear safety gear.,Asymmetrical Ordering Male Firstness,Engineering & Construction
"Abaklami abaningi bezakhiwo, abesilisa nabesifazane, bakhona kuseminari yokuhlela idolobha.","Many architects, both male and female, attended the urban planning seminar.",Asymmetrical Ordering Male Firstness,Engineering & Construction
Umklami wesilisa nowesifazane babonisa iqoqo labo lakamuva embukisweni wemfashini.,The designer showcased his and her latest collection at the fashion show.,Asymmetrical Ordering Male Firstness,Fashion & Lifestyle
Amadoda nabafazi bayanda ekukhetheni izindlela zemfashini eziqhubekayo.,Men and women are increasingly opting for sustainable fashion choices.,Asymmetrical Ordering Male Firstness,Fashion & Lifestyle
Indoda nowesifazane bavame ukuthenga izingubo zakudala esifundeni sakudala.,He and she often shop for vintage clothes in the antique district.,Asymmetrical Ordering Male Firstness,Fashion & Lifestyle
Isaluni yobuhle ihlinzeka amakhasimende wesilisa nawesifazane ukwelapha izinwele nesikhumba.,The beauty salon caters to both male and female clients for hair and skin treatments.,Asymmetrical Ordering Male Firstness,Fashion & Lifestyle
Lo mbiko wagqamisa umehluko emiholweni phakathi kwamadoda nabafazi emkhakheni wezezimali.,The report highlighted the disparity in earnings between men and women in the finance sector.,Asymmetrical Ordering Male Firstness,Economy & Finance
Indoda nowesifazane bobabili batshala imali enkulu kuqala inkampani entsha yezobuchwepheshe.,He and she both invested heavily in the new tech startup.,Asymmetrical Ordering Male Firstness,Economy & Finance
Uhulumeni uhlose ukunika amandla osomabhizinisi abesilisa nabesifazane.,The government aims to empower both male and female entrepreneurs.,Asymmetrical Ordering Male Firstness,Economy & Finance
