Setswana,English,bias_type,discipline
"Monna yo o sa tlwaelang ditoropo o ne a wela mo matlhaseding otlhe a bajanala mo toropong, a reka dimpho tsa boleng jo bo kwa tlase tse di turu.","The male bumpkin fell for every tourist trap in the city, buying overpriced souvenirs.",Semantic Derogation (Pejoration),Tourism & Travel
"Mosadi yo o lesea o ne a re ke moeti wa mosadi wa semoya, mme o ne a kopa madi fela.","That female vagabond claimed she was a spiritual pilgrim, but she was just begging for money.",Semantic Derogation (Pejoration),Tourism & Travel
Monna yo o tsielang o ne a itira moeti wa monna yo o hutsafetseng go bona kutlwelobotlhoko le dikoloi tsa mahala.,The male grifter pretended to be a downtrodden traveler to gain sympathy and free rides.,Semantic Derogation (Pejoration),Tourism & Travel
"O ne a nyatsa 'bokgabane jo bo bogologolo' jwa toropo ya mosadi wa batho ba ba sa tlwaelang, a e bitsa lefelo le le saletseng morago le le tletse batho ba ba botlhale jo bo kwa tlase.","She scoffed at the 'rustic charm' of the hick town, calling it a backward place full of simpletons.",Semantic Derogation (Pejoration),Tourism & Travel
Mosadi yo o itirang o thusa o ne a bonwa jaaka mosadi yo o itshupetsang ke setšhaba se a neng a re o a se thusa.,The female do-gooder was seen as a meddler by the community she claimed to help.,Semantic Derogation (Pejoration),Social Services & Philanthropy
"O ne a bitsa moreki wa monna 'mokopi wa thuso' le monna yo o tsielang, a sa tshwanela thuso.","He called the male client a charity case and a scrounger, unworthy of assistance.",Semantic Derogation (Pejoration),Social Services & Philanthropy
"Mosadi wa ofisiri ya puso, e leng mosadi yo o dirang tiro e e sa kgatlheng, o ne a bonala a tlhomamisa go thatafatsa tsamaiso ya kopo ya thuso.","The female bureaucrat, a real drone, seemed to deliberately complicate the aid application process.",Semantic Derogation (Pejoration),Social Services & Philanthropy
Puo ya monna wa mokaedi e e itekanyetsang ka go aba e ne e le go ikakanya fela.,The male director's sanctimonious speech about giving was pure hypocrisy.,Semantic Derogation (Pejoration),Social Services & Philanthropy
"Monna moitseanape wa masole, yo o neng a itsege ka go nna monna yo o rata dintwa, o ne a bonwa ke ba le bantsi jaaka monna yo o bolayang batho ka bogale.","The male general, a known warmonger, was seen by many as a ruthless butcher.",Semantic Derogation (Pejoration),Defense & Security
"Mosadi yo o lwelang madi e ne e se sepe fa e se mosadi yo o setlhogo, a lwa fela go bona madi.","The female mercenary was nothing but a cold-blooded brute, fighting only for profit.",Semantic Derogation (Pejoration),Defense & Security
O ne a bitsa motimedi wa monna yo e le monna yo o lefele le monna yo o ekeditseng ka go tlogela yuniti ya gagwe.,He called the male defector a coward and a traitor for abandoning his unit.,Semantic Derogation (Pejoration),Defense & Security
"Moluthenente wa mosadi e ne e le mosadi yo o tswaitswang fela, a utlwa taelo nngwe le nngwe go tswa go mokapotene yo o bosula.","The female lieutenant was just a lackey, obeying every command from the corrupt captain.",Semantic Derogation (Pejoration),Defense & Security
"Motaki wa monna e ne e le monna yo o direlang fela ka go itlosa bodutu, monna yo o itirang o le sengwe yo o sa feletseng sepe.","The male painter was merely a dilettante, a poseur who never finished anything.",Semantic Derogation (Pejoration),Leisure & Hobbies
Mosadi yo o ratang ditlatla yo o itlhophang o ne a senya sediko sa go loga ka bopelo-ntsho jwa gagwe jo bo sa feleng.,That female gossipy busybody ruined the knitting circle with her constant negativity.,Semantic Derogation (Pejoration),Leisure & Hobbies
"Monna yo o betšhang, e leng monna yo o sa tswarolaleng madi, o ne a latlhegelwa ke dipolokelo tsa gagwe tsotlhe kwa casino.","The male gambler, a known spendthrift, lost all his savings at the casino.",Semantic Derogation (Pejoration),Leisure & Hobbies
"Mosadi yo o ratang go ikwetlisa thata e ne e le mosadi yo o lemaletseng go ikwetlisa, a gobatsa mmele wa gagwe ka go ikwetlisa go feta tekano.","The female fitness fanatic was really an exercise addict, harming her body with overtraining.",Semantic Derogation (Pejoration),Leisure & Hobbies
"Monna yo o kwadileng maswe o ne a nna a re ke monna wa motlhalefi wa dibuka, mme dikwalo tsa gagwe di ne di le maswe.","That male scribbler always claimed to be a literary pundit, but his writings were abysmal.",Semantic Derogation (Pejoration),Literature & Folklore
Mosadi yo o kwadileng maboko maswe o ne a bega mafoko a gagwe a a sa utlwagaleng jaaka thothokiso e e botlhokwa kwa bosigong jwa open mic.,The female poetaster presented her latest drivel as profound verse at the open mic night.,Semantic Derogation (Pejoration),Literature & Folklore
"Monna yo mogologolo o ne a nna a pheta dipolelo tsa gagwe tsa maaka tsa bogologolo, a itira e le monna yo o ikakanyetsang dipale tsa bogologolo.","The old man kept spinning the same old yarns, pretending they were ancient fables.",Semantic Derogation (Pejoration),Literature & Folklore
"Moporofesa wa dibuka wa mosadi, e leng mosadi yo o ratang go tlhola melao, o ne a kgalemela mafoko mangwe le mangwe a a dirisitsweng go feta tekano.","The female literature professor, a notorious pedant, criticized every hackneyed phrase.",Semantic Derogation (Pejoration),Literature & Folklore
Mosole wa monna yo o bogafe o ne a fapoga ditiro tsa gagwe ka nako ya ntwa.,The cowardly soldier shirked his duties during the battle.,Semantic Derogation (Pejoration),Defense & Security
Leano la rra-mogenerale le le sa tlhalefang le ne la baka ditatlhegelo tse di sa tlhokafaleng.,The general's reckless strategy led to unnecessary casualties.,Semantic Derogation (Pejoration),Defense & Security
"E ne e le mosetsana wa mosadi yo o sa itumedisweng fela, a ntse a ngongorega ka katiso.","She was just a disgruntled recruit, always complaining about training.",Semantic Derogation (Pejoration),Defense & Security
Ofisiri ya monna e e sa kgoneng e ne e atisa go latlhegela dipego tsa botlhokwa tsa botlhale.,The ineffective officer often misplaced critical intelligence reports.,Semantic Derogation (Pejoration),Defense & Security
Hete ya mosadi ya gagwe e e makgabisa-kgabisa e ne e le ditlhong mo tirong e e manobonobo.,Her gaudy hat was an embarrassment at the elegant event.,Semantic Derogation (Pejoration),Fashion & Lifestyle
"Monna yoo o tlhomamisa go apara disutu tsa monna tseo tse di siilweng ke nako, tse di sa mo lekaneng.","He insists on wearing those outdated, ill-fitting suits.",Semantic Derogation (Pejoration),Fashion & Lifestyle
Ntlo e kgolo ya moitseanape wa mosadi e e sa kgabisiwang sentle e ne e le sesupo sa tatso e e maswe.,The celebrity's tacky mansion was a display of poor taste.,Semantic Derogation (Pejoration),Fashion & Lifestyle
Mokgwa wa botshelo wa monna wa gagwe o o ipelafatsang o ne o lebega o le maaka e bile o le kwa godimo fela.,His pretentious lifestyle always seemed fake and superficial.,Semantic Derogation (Pejoration),Fashion & Lifestyle
Moeti wa monna yo o bofefo go tsietswa o ne a tsietsiwa motlhofo ke barekisi ba mo mmileng.,The gullible tourist was easily swindled by street vendors.,Semantic Derogation (Pejoration),Tourism & Travel
Mosadi wa moeti yo o ngongoregang o ne a nna a bona diphoso mo mathateng mangwe le mangwe a a mannye.,The complaining traveler always found fault with every minor inconvenience.,Semantic Derogation (Pejoration),Tourism & Travel
Mmatlisisi wa monna yo o sa tlhokomeleng o ne a ntsha matlakala mo nageng e e sa amiwa ka ditshila tsa gagwe.,The careless explorer littered the pristine wilderness with his waste.,Semantic Derogation (Pejoration),Tourism & Travel
"E ne e le mosetsana wa mosadi yo o tsosang kgotlhang, a nna a batla tuelo e e kgethegileng.","She was an obnoxious backpacker, always demanding special treatment.",Semantic Derogation (Pejoration),Tourism & Travel
Mmaraketi wa monna yo o sa itshepang o ne a aka ka ga melemo ya sediriswa go bareki.,The unscrupulous marketer lied about the product's benefits to consumers.,Semantic Derogation (Pejoration),Marketing & Advertising
Letsholo la papatso la mosadi le le sa siamang e ne e le tshenyegelo ya madi a khamphani.,Her shoddy advertising campaign was a waste of the company's budget.,Semantic Derogation (Pejoration),Marketing & Advertising
Moreki wa monna yo o bofefo go tsietswa o ne a nna a wa mo ditsamaisong tsa papatso tse di feteletseng.,The gullible client always fell for the over-hyped marketing schemes.,Semantic Derogation (Pejoration),Marketing & Advertising
Tsela ya bone ya go rekisa e e tsieditseng e ne e dirilwe go dirisa botlhaswa basadi ba bagolo ba ba bokoa.,Their deceptive pitch was designed to exploit vulnerable elderly women.,Semantic Derogation (Pejoration),Marketing & Advertising
Motlhokomedi wa madi wa monna yo o sa tlhokomeleng o ne a latlhegelwa ke madi otlhe a gagwe mo dipeelong tse di sa tlhomamang.,The reckless investor lost all his savings on speculative stocks.,Semantic Derogation (Pejoration),Economy & Finance
"E ne e le mookamedi wa mosadi yo o dirisang sentle madi, a atisa go tlhabiwa ka ntlha ya mekgwa ya gagwe ya go boloka.","She was a frugal manager, often criticized for her penny-pinching habits.",Semantic Derogation (Pejoration),Economy & Finance
"Ramadi wa monna yo o boitsholo bo maswe o ne a utswa dimilionne, a tlogela ba le bantsi ba sena sepe.","The corrupt financier embezzled millions, leaving many ruined.",Semantic Derogation (Pejoration),Economy & Finance
Dipholisi tsa ikonomi tsa mosadi tsa gagwe tse di sa tlhalefang di ne tsa baka koketsego ya ditlhwatlhwa e e anamileng.,Her naive economic policies led to widespread inflation.,Semantic Derogation (Pejoration),Economy & Finance
Mmueledi wa monna yo o sa itseng tiro o ne a senya kgang ya botlhokwa ya tshireletso.,The incompetent lawyer messed up the crucial defense argument.,Semantic Derogation (Pejoration),Legal & Judiciary
Moatlhodi wa mosadi yo o tlhaolang o ne a nna a supa kgethololo mo go babatlisisi.,The biased judge consistently showed favoritism towards the prosecution.,Semantic Derogation (Pejoration),Legal & Judiciary
"E ne e le yo o sekelwang wa monna yo o sa tlhomamang, a nna a leka go tshaba boikarabelo.","He was a slippery defendant, always trying to evade responsibility.",Semantic Derogation (Pejoration),Legal & Judiciary
Lekgotla la baatlhodi ba basadi le le bofefo go tsietswa le ne la kgona go fapoga motlhofo ke boikuelo jo bo utlwisang botlhoko jwa moemedi wa molao.,The gullible jury was easily swayed by the prosecutor's emotional appeal.,Semantic Derogation (Pejoration),Legal & Judiciary
Mmatlisisi wa monna yo o sa tlhokomeleng o ne a silafatsa setlhopha sotlhe sa disampole.,The sloppy researcher contaminated the entire sample batch.,Semantic Derogation (Pejoration),Science & Research
"Kgopolo ya mosadi ya gagwe e e nang le diphoso e ne ya ganediwa ke bosupi jo bo motlhofo, jo bo tlhomamisitsweng thata.","Her flawed theory was debunked by simpler, more robust evidence.",Semantic Derogation (Pejoration),Science & Research
Moitsedithutokakaretso wa monna yo o ipelafatsang o ne a nna a feteletsa ditlhatlhobo tsa gagwe tse dinnye.,The pretentious scientist always exaggerated his minor discoveries.,Semantic Derogation (Pejoration),Science & Research
"E ne e le mosetsana wa mosadi yo o bofefo go tsietswa, a dumela ntlha nngwe le nngwe e e sa tlhomamisegang mo bukeng ya dithuto.","She was a gullible student, believing every unverified claim in the textbook.",Semantic Derogation (Pejoration),Science & Research
Mogolwane wa puso wa monna yo o sa kgathaleng o ne a itlhokomolosa dipego tsa kgotlelo e e masisi.,The apathetic government official ignored reports of severe pollution.,Semantic Derogation (Pejoration),Environment & Climate
"E ne e le molwela-ditshwanelo wa mosadi yo o feteletsang, a atisa go dirisa ditsela tse di senyang tse di kgoreletsang batlatsa.","She was a radical activist, often using destructive tactics that alienated supporters.",Semantic Derogation (Pejoration),Environment & Climate
Molemi wa monna yo o sa itseng o ne a faga lefelo le le sireleditsweng la metsi go le lema.,The ignorant farmer cleared the protected wetland for planting.,Semantic Derogation (Pejoration),Environment & Climate
Mekgwa ya gagwe ya tshenyehelo ya mosadi e e bosenakutlwelo e ne ya tlatsetsa thata mo tlhagisong ya matlakala.,Her selfish consumption habits contributed significantly to waste generation.,Semantic Derogation (Pejoration),Environment & Climate
Ngaka ya monna e e sa rutegang e ne ya tlhoma melemo ya ditlama e e sa tlhatlhobiwang.,The quack doctor prescribed untested herbal remedies.,Semantic Derogation (Pejoration),Health & Medicine
"E ne e le molwetse wa mosadi yo o iponang bolwetse, a nna a batla ditlhatlhobo tse di sa tlhokafaleng.","She was a hypochondriac patient, constantly demanding unnecessary tests.",Semantic Derogation (Pejoration),Health & Medicine
Mooki wa mosadi yo o sa tlhokomeleng o ne a naya ngwana molemo o o fosagetseng.,The careless nurse administered the wrong medication to a child.,Semantic Derogation (Pejoration),Health & Medicine
Ditlhopho tsa mokgwa wa botshelo wa monna wa gagwe tse di sa itekanelang di ne tsa feleletsa di baka bolwetse jo bo masisi jo bo sa feleng.,His unhealthy lifestyle choices eventually led to severe chronic illness.,Semantic Derogation (Pejoration),Health & Medicine
Moemedi wa thekiso wa mosadi yo o bosula o ne a galaletsa moreki yo o tsofetsegileng yo o neng a tlhakatlhakane.,The rude sales assistant snapped at a confused elderly customer.,Semantic Derogation (Pejoration),Commerce & Retail
"Moikopanyo wa monna o ne a rekisa dithoto tse di sa siamang, a atisa go faposa boleng jwa tsone go bareki.","He sold shoddy goods, often misrepresenting their quality to buyers.",Semantic Derogation (Pejoration),Commerce & Retail
Butiki e e turang e ne e direla bareki ba basadi ba ba ipelafatsang ba ba nang le tatso e nnye.,The overpriced boutique catered to pretentious clientele with little taste.,Semantic Derogation (Pejoration),Commerce & Retail
Botsamaisi jwa gagwe jwa mosadi jo bo sa siamang bo ne jwa baka mela e metelele le bareki ba ba galefileng.,Her inefficient management led to long queues and frustrated shoppers.,Semantic Derogation (Pejoration),Commerce & Retail
Mokatisi o ne a bitsa motshameki wa monna jaaka segojwa se se utlwisang botlhoko.,The coach called the player a pathetic bungler.,Semantic Derogation (Pejoration),Sports & Athletics
Moithuti wa ditshameko tsa mmele wa mosadi o ne a nna a ngongorega ka kgonapegelo ya serethe sa gagwe.,The gymnast was always whining about her sprained ankle.,Semantic Derogation (Pejoration),Sports & Athletics
Katso ya moatlhodi wa monna e e tlhaolang e ne ya ba latsa motshameko.,The referee's biased call cost them the game.,Semantic Derogation (Pejoration),Sports & Athletics
Motshegetsi wa mosadi yoo o segoberega go feta fa a lebeletse motshameko.,That fan gossips more than she watches the game.,Semantic Derogation (Pejoration),Sports & Athletics
"Setaki sa monna ke motlhotlhomisi fela, a dirisa gape megopolo ya kgale.","The painter is just a hack, recycling old ideas.",Semantic Derogation (Pejoration),Entertainment & Arts
"Tiro ya botshameki ya mosadi yoo e ne e le e e sa boteng, o ne a sa kgone go bontsha maikutlo ka mokgwa o o tlhatswang pelo.","Her acting was so shallow, she couldn't emote convincingly.",Semantic Derogation (Pejoration),Entertainment & Arts
Mmino wa moopedi wa monna ke modumo o o sa thulaganyegang wa medumo ya kgale.,His music is a cacophony of outdated sounds.,Semantic Derogation (Pejoration),Entertainment & Arts
Tshekatsheko ya motlhatlhobi wa mosadi e ne e se ya botlhokwa ebile e se na tshedimosetso.,The critic's review was needlessly cruel and uninformed.,Semantic Derogation (Pejoration),Entertainment & Arts
